,GAME_ID,PERIOD,MINUTES_REMAINING,SECONDS_REMAINING,GAME_EVENT_ID,TEAM_NAME,PLAYER_ID,LOC_X,LOC_Y,SHOT_MADE_FLAG,POINTS,SHOT_DISTANCE,CENTER_LABEL,LEFT_LABEL,RIGHT_LABEL,EIGHT_FT_LABEL,SHOT_ZONE_RANGE,SHOT_ZONE_BASIC,SHOT_ZONE_CUTSOM,SHOT_ZONE_AREA
0,G24,1,11,45,1,Dreamers,#11,-117,219,0,3,24,LEFT,False,False,CENTER,24+ ft.,Above the Break 3,Left Center 3,Left Side Center(LC)
1,G24,1,11,30,2,Steelers,#0,-96,182,0,2,20,LEFT,False,False,CENTER,16-24 ft.,Mid-Range,Left Center 2,Left Side Center(LC)
2,G24,1,11,24,3,Dreamers,#23,-27,30,1,2,4,LEFT,False,False,LEFT,Less Than 8 ft.,In The Paint (Non-RA),8 ft. 2,Center(C)
3,G24,1,11,5,4,Steelers,#34,104,56,0,2,11,RIGHT,False,True,RIGHT,8-16 ft.,Mid-Range,Right 16 ft. 2,Right Side(R)
4,G24,1,10,57,5,Dreamers,#23,-232,25,0,3,23,LEFT,True,False,LEFT,24+ ft.,Left Coner 3,Left Coner 3,Left Side(L)
5,G24,1,10,32,6,Steelers,#4,54,4,0,2,5,RIGHT,False,True,RIGHT,Less Than 8 ft.,In The Paint (Non-RA),8 ft. 2,Center(C)
6,G24,1,10,5,7,Steelers,#0,157,231,0,3,27,RIGHT,False,False,RIGHT,24+ ft.,Above the Break 3,Right Center 3,Right Side Center(RC)
7,G24,1,9,41,8,Dreamers,#11,72,73,1,2,10,RIGHT,False,False,RIGHT,8-16 ft.,In The Paint (Non-RA),Right 16 ft. 2,Right Side(R)
8,G24,1,9,30,9,Steelers,#34,-20,13,1,2,2,LEFT,True,False,LEFT,Less Than 8 ft.,Restricted Area,8 ft. 2,Center(C)
9,G24,1,9,10,10,Dreamers,#42,24,186,0,2,18,CENTER,False,False,CENTER,16-24 ft.,Mid-Range,Center 2,Center(C)
10,G24,1,9,1,11,Steelers,#34,90,174,0,2,19,RIGHT,False,False,CENTER,16-24 ft.,Mid-Range,Right Center 2,Right Side Center(RC)
11,G24,1,8,51,12,Dreamers,#23,71,29,1,2,7,RIGHT,False,True,RIGHT,Less Than 8 ft.,In The Paint (Non-RA),8 ft. 2,Center(C)
12,G24,1,8,12,13,Dreamers,#28,-77,31,1,2,8,LEFT,True,False,LEFT,8-16 ft.,In The Paint (Non-RA),Left 16 ft. 2,Left Side(L)
13,G24,1,7,59,14,Steelers,#4,68,-10,0,2,6,RIGHT,False,True,RIGHT,Less Than 8 ft.,In The Paint (Non-RA),8 ft. 2,Center(C)
14,G24,1,7,50,15,Dreamers,#28,230,19,1,3,23,RIGHT,False,True,RIGHT,24+ ft.,Right Coner 3,Right Coner 3,Right Side(R)
15,G24,1,7,30,16,Steelers,#28,-62,13,1,2,6,LEFT,True,False,LEFT,Less Than 8 ft.,In The Paint (Non-RA),8 ft. 2,Center(C)
16,G24,1,7,13,17,Dreamers,#24,50,262,1,3,26,CENTER,False,False,CENTER,24+ ft.,Above the Break 3,Center 3,Center(C)
17,G24,1,6,55,18,Steelers,#34,24,22,0,2,3,RIGHT,False,True,RIGHT,Less Than 8 ft.,Restricted Area,8 ft. 2,Center(C)
18,G24,1,6,17,19,Dreamers,#24,-143,202,0,3,24,LEFT,False,False,LEFT,24+ ft.,Above the Break 3,Left Center 3,Left Side Center(LC)
19,G24,1,6,2,20,Steelers,#0,-160,186,0,3,24,LEFT,False,False,LEFT,24+ ft.,Above the Break 3,Left Center 3,Left Side Center(LC)
20,G24,1,5,46,21,Dreamers,#42,218,116,0,3,24,RIGHT,False,True,RIGHT,24+ ft.,Above the Break 3,Right Center 3,Right Side Center(RC)
21,G24,1,5,1,22,Steelers,#24,-190,154,0,3,24,LEFT,False,False,LEFT,24+ ft.,Above the Break 3,Left Center 3,Left Side Center(LC)
22,G24,1,4,39,23,Steelers,#24,227,55,0,3,23,RIGHT,False,True,RIGHT,24+ ft.,Right Coner 3,Right Coner 3,Right Side(R)
23,G24,1,4,11,24,Steelers,#24,27,1,1,2,2,RIGHT,False,True,RIGHT,Less Than 8 ft.,Restricted Area,8 ft. 2,Center(C)
24,G24,1,3,45,25,Steelers,#13,-79,196,0,2,21,LEFT,False,False,CENTER,16-24 ft.,Mid-Range,Left Center 2,Left Side Center(LC)
25,G24,1,3,29,26,Dreamers,#24,221,134,1,3,25,RIGHT,False,True,RIGHT,24+ ft.,Above the Break 3,Right Center 3,Right Side Center(RC)
26,G24,1,3,14,27,Steelers,#30,-66,13,0,2,6,LEFT,True,False,LEFT,Less Than 8 ft.,In The Paint (Non-RA),8 ft. 2,Center(C)
27,G24,1,3,10,28,Steelers,#0,208,129,0,3,24,RIGHT,False,True,RIGHT,24+ ft.,Above the Break 3,Right Center 3,Right Side Center(RC)
28,G24,1,2,51,29,Steelers,#13,-233,7,1,3,23,LEFT,True,False,LEFT,24+ ft.,Left Coner 3,Left Coner 3,Left Side(L)
29,G24,1,2,30,30,Dreamers,#6,83,260,0,3,27,CENTER,False,False,CENTER,24+ ft.,Above the Break 3,Center 3,Center(C)
30,G24,1,2,4,31,Dreamers,#88,-32,7,1,2,3,LEFT,True,False,LEFT,Less Than 8 ft.,Restricted Area,8 ft. 2,Center(C)
31,G24,1,1,53,32,Steelers,#24,-67,29,1,2,7,LEFT,True,False,LEFT,Less Than 8 ft.,In The Paint (Non-RA),8 ft. 2,Center(C)
32,G24,1,1,42,33,Dreamers,#23,-27,22,1,2,3,LEFT,True,False,LEFT,Less Than 8 ft.,Restricted Area,8 ft. 2,Center(C)
33,G24,1,1,20,34,Steelers,#28,154,192,0,3,24,RIGHT,False,False,RIGHT,24+ ft.,Above the Break 3,Right Center 3,Right Side Center(RC)
34,G24,1,0,58,35,Dreamers,#6,20,10,0,2,2,RIGHT,False,True,RIGHT,Less Than 8 ft.,Restricted Area,8 ft. 2,Center(C)
35,G24,1,0,34,36,Steelers,#34,-15,27,1,2,3,LEFT,False,False,CENTER,Less Than 8 ft.,Restricted Area,8 ft. 2,Center(C)
36,G24,1,0,22,37,Dreamers,#88,-18,23,0,2,2,LEFT,False,False,LEFT,Less Than 8 ft.,Restricted Area,8 ft. 2,Center(C)
37,G24,1,0,5,38,Steelers,#77,-90,33,0,2,9,LEFT,True,False,LEFT,8-16 ft.,Mid-Range,Left 16 ft. 2,Left Side(L)
38,G24,2,11,48,1,Steelers,#24,-31,3,1,2,3,LEFT,True,False,LEFT,Less Than 8 ft.,Restricted Area,8 ft. 2,Center(C)
39,G24,2,11,23,2,Dreamers,#34,37,115,0,2,12,CENTER,False,False,CENTER,8-16 ft.,In The Paint (Non-RA),Center 16 ft. 2,Center(C)
40,G24,2,11,10,3,Steelers,#77,-44,243,1,3,24,CENTER,False,False,CENTER,24+ ft.,Above the Break 3,Center 3,Center(C)
41,G24,2,10,46,4,Steelers,#13,-153,20,0,2,15,LEFT,True,False,LEFT,8-16 ft.,Mid-Range,Left 16 ft. 2,Left Side(L)
42,G24,2,10,33,5,Dreamers,#3,81,241,0,3,25,CENTER,False,False,CENTER,24+ ft.,Above the Break 3,Center 3,Center(C)
43,G24,2,10,13,6,Steelers,#13,228,1,0,3,22,RIGHT,False,True,RIGHT,24+ ft.,Right Coner 3,Right Coner 3,Right Side(R)
44,G24,2,10,5,7,Dreamers,#3,70,27,1,2,7,RIGHT,False,True,RIGHT,Less Than 8 ft.,In The Paint (Non-RA),8 ft. 2,Center(C)
45,G24,2,9,33,8,Steelers,#28,-16,-1,1,2,1,LEFT,True,False,LEFT,Less Than 8 ft.,Restricted Area,8 ft. 2,Center(C)
46,G24,2,9,6,9,Dreamers,#28,198,42,0,2,20,RIGHT,False,True,RIGHT,16-24 ft.,Mid-Range,Right Coner 2,Right Side(R)
47,G24,2,8,59,10,Steelers,#28,-25,-2,1,2,2,LEFT,True,False,LEFT,Less Than 8 ft.,Restricted Area,8 ft. 2,Center(C)
48,G24,2,8,46,11,Dreamers,#23,228,40,0,3,23,RIGHT,False,True,RIGHT,24+ ft.,Right Coner 3,Right Coner 3,Right Side(R)
49,G24,2,8,38,12,Steelers,#13,-227,75,0,3,23,LEFT,True,False,LEFT,24+ ft.,Left Coner 3,Left Coner 3,Left Side(L)
50,G24,2,8,26,13,Dreamers,#34,42,19,0,2,4,RIGHT,False,True,RIGHT,Less Than 8 ft.,In The Paint (Non-RA),8 ft. 2,Center(C)
51,G24,2,8,14,14,Steelers,#24,24,247,0,3,24,CENTER,False,False,CENTER,24+ ft.,Above the Break 3,Center 3,Center(C)
52,G24,2,7,53,15,Steelers,#24,-14,-7,0,2,1,LEFT,True,True,LEFT,Less Than 8 ft.,Restricted Area,8 ft. 2,Center(C)
53,G24,2,7,28,16,Steelers,#13,165,232,0,3,28,RIGHT,False,False,RIGHT,24+ ft.,Above the Break 3,Right Center 3,Right Side Center(RC)
